application_id,age,gender,marital_status,education,employment_type,annual_income,credit_score,existing_loans_count,loan_amount,loan_term_months,loan_purpose,region,application_date,approval_status,default_flag
LN102734,41,Male,Single,Graduate,Business Owner,67600.0,621.0,2,39100.0,60,Home Improvement,South,2023-04-05,Rejected,
LN101437,50,Male,Married,Not Graduate,Business Owner,43200.0,822.0,0,24000.0,12,Debt Consolidation,South,2024-06-07,Approved,0
LN102754,65,Male,Married,Not Graduate,Salaried,50100.0,768.0,2,19000.0,24,Debt Consolidation,South,2024-12-27,Approved,1
LN101553,48,Male,Married,Graduate,Salaried,63300.0,605.0,4,29200.0,36,Auto,Central,2023-04-02,Rejected,
LN100816,22,Male,Married,Post Graduate,Salaried,87700.0,659.0,4,15200.0,48,Business,Central,2023-09-07,Approved,0
LN103147,58,Female,Married,Graduate,Business Owner,52500.0,642.0,2,32200.0,36,Debt Consolidation,West,2023-08-04,Rejected,
LN102076,41,Male,Single,Not Graduate,Self-Employed,25200.0,810.0,4,4600.0,36,Auto,West,2023-04-02,Approved,1
LN100957,49,Male,Married,Not Graduate,Business Owner,32400.0,696.0,2,9800.0,60,Medical,East,2023-03-03,Rejected,
LN100302,21,Male,Single,Graduate,Self-Employed,63300.0,704.0,2,20500.0,24,Education,Central,2023-09-30,Approved,0
LN100571,39,Male,Widowed,Post Graduate,Self-Employed,75400.0,658.0,2,33000.0,12,Auto,North,2023-11-06,Approved,0
LN103166,54,Female,Married,Graduate,Business Owner,56100.0,554.0,4,31600.0,24,Debt Consolidation,South,2023-08-27,Approved,0
LN103157,65,Female,Single,Post Graduate,Salaried,72100.0,740.0,1,44700.0,36,Home Improvement,Central,2024-01-07,Approved,0
LN100630,54,Male,Single,Not Graduate,Salaried,65500.0,632.0,4,15500.0,48,Debt Consolidation,East,2023-03-11,Approved,1
LN101511,31,Male,Divorced,Graduate,Salaried,31100.0,641.0,4,4900.0,12,Auto,West,2024-02-29,Rejected,
LN102599,38,Male,Married,Post Graduate,Salaried,111000.0,615.0,2,24400.0,36,Personal,East,2024-08-12,Approved,1
LN103096,28,Male,Married,Graduate,Salaried,111300.0,720.0,0,70100.0,36,Debt Consolidation,West,2023-02-25,Approved,0
LN101955,39,Female,Single,Graduate,Business Owner,69500.0,613.0,3,39200.0,24,Debt Consolidation,West,2023-06-11,Approved,0
LN101063,52,Male,Married,Not Graduate,Salaried,63400.0,592.0,4,23200.0,36,Debt Consolidation,North,2023-08-31,Rejected,
LN102856,46,Male,Married,Not Graduate,Self-Employed,70000.0,614.0,4,39100.0,60,Home Improvement,West,2023-04-16,Rejected,
LN102610,64,Female,Married,Graduate,Salaried,99200.0,736.0,3,20900.0,48,Education,North,2023-04-06,Approved,0
LN102323,50,Female,Divorced,Not Graduate,Salaried,71100.0,715.0,1,13700.0,48,Personal,Central,2024-08-11,Approved,0
LN101108,63,Male,Single,Post Graduate,Self-Employed,50000.0,667.0,0,28700.0,60,Medical,Central,2024-07-15,Rejected,
LN103140,43,Male,Single,Graduate,Salaried,87300.0,759.0,1,18300.0,36,Auto,West,2023-11-20,Approved,0
LN102027,63,Female,Divorced,Graduate,Self-Employed,60600.0,625.0,2,22700.0,24,Auto,North,2024-08-22,Approved,0
LN102014,50,Female,Married,Post Graduate,Business Owner,67200.0,682.0,3,43000.0,36,Education,South,2024-06-22,Approved,0
LN100923,27,Female,Divorced,Graduate,Salaried,69400.0,613.0,2,28400.0,24,Personal,South,2024-04-30,Rejected,
LN100722,59,Male,Married,Not Graduate,Business Owner,79200.0,676.0,0,13400.0,48,Home Improvement,West,2023-12-21,Approved,0
LN100059,51,Male,Single,Post Graduate,Salaried,98200.0,627.0,3,54200.0,48,Home Improvement,Central,2023-08-24,Rejected,
LN102358,49,Male,Single,Not Graduate,Business Owner,71700.0,742.0,0,33000.0,36,Debt Consolidation,South,2023-04-12,Approved,0
LN102573,38,Male,Married,Graduate,Self-Employed,31200.0,569.0,1,20000.0,48,Auto,West,2024-01-30,Rejected,
LN102024,24,Female,Married,Graduate,Self-Employed,23200.0,697.0,2,4700.0,84,Debt Consolidation,Central,2024-11-06,Rejected,
LN101755,35,Male,Married,Graduate,Salaried,43300.0,700.0,2,9600.0,36,Home Improvement,West,2023-12-20,Approved,0
LN100023,62,Male,Married,Graduate,Self-Employed,42300.0,616.0,1,6600.0,60,Education,Central,2024-06-20,Rejected,
LN102242,41,Female,Single,Graduate,Salaried,48200.0,746.0,2,20100.0,48,Home Improvement,North,2024-12-08,Rejected,
LN100577,44,Female,Married,Graduate,Salaried,101600.0,632.0,1,33000.0,48,Personal,East,2024-11-19,Approved,1
LN100683,64,Female,Single,Post Graduate,Salaried,121200.0,607.0,2,63800.0,24,Debt Consolidation,South,2023-11-19,Rejected,
LN102015,35,Female,Single,Graduate,Salaried,72800.0,731.0,4,28200.0,12,Home Improvement,North,2024-11-06,Approved,0
LN101015,58,Female,Married,Post Graduate,Salaried,63600.0,712.0,3,33100.0,24,Education,West,2024-11-07,Approved,0
LN100346,65,Male,Divorced,Not Graduate,Self-Employed,58900.0,568.0,0,20900.0,24,Auto,North,2024-10-29,Approved,0
LN102397,34,Female,Divorced,Graduate,Business Owner,71400.0,599.0,1,30500.0,84,Home Improvement,North,2023-04-07,Rejected,
LN101667,51,Female,Married,Post Graduate,Self-Employed,83100.0,676.0,1,37000.0,12,Home Improvement,West,2023-07-24,Rejected,
LN101555,28,Male,Married,Graduate,Business Owner,52700.0,564.0,2,11300.0,36,Education,West,2024-07-23,Rejected,
LN103155,59,Female,Married,Graduate,Business Owner,85300.0,677.0,2,48600.0,12,Education,South,2024-07-25,Rejected,
LN100008,30,Female,Married,Post Graduate,Business Owner,74000.0,687.0,3,30000.0,36,Education,North,2023-09-14,Approved,0
LN103118,22,Female,Divorced,Graduate,Salaried,53500.0,688.0,1,9000.0,60,Business,Central,2023-04-11,Rejected,
LN100228,45,Female,Married,Post Graduate,Salaried,87500.0,577.0,3,33700.0,24,Business,South,2024-11-15,Rejected,
LN100489,48,Female,Married,Not Graduate,Self-Employed,66300.0,634.0,4,17700.0,24,Home Improvement,West,2024-05-15,Rejected,
LN102728,47,Male,Married,Not Graduate,Business Owner,60800.0,693.0,3,13300.0,24,Home Improvement,North,2024-04-28,Approved,1
LN101665,38,Male,Divorced,Not Graduate,Business Owner,61900.0,615.0,3,20800.0,36,Medical,North,2024-09-08,Approved,0
LN100829,22,Female,Single,Post Graduate,Self-Employed,91000.0,791.0,0,18200.0,60,Business,Central,2024-06-01,Approved,0
LN102582,34,Female,Divorced,Not Graduate,Business Owner,44100.0,583.0,0,7400.0,48,Home Improvement,Central,2023-08-06,Rejected,
LN100385,26,Female,Divorced,Graduate,Salaried,65900.0,642.0,1,39400.0,24,Business,North,2023-08-14,Rejected,
LN101886,50,Female,Divorced,Not Graduate,Salaried,45500.0,633.0,2,26000.0,48,Personal,West,2024-04-18,Rejected,
LN100449,33,Male,Married,Not Graduate,Business Owner,60900.0,624.0,0,20500.0,24,Business,South,2024-02-20,Approved,0
LN102637,54,Male,Single,Post Graduate,Salaried,41900.0,676.0,4,8300.0,24,Personal,South,2024-12-01,Rejected,
LN100015,56,Male,Single,Graduate,Salaried,25500.0,522.0,4,12800.0,24,Auto,South,2024-11-14,Rejected,
LN102052,37,Male,Married,Not Graduate,Salaried,90200.0,573.0,0,18200.0,36,Business,North,2023-07-14,Rejected,
LN101114,29,Male,Single,Graduate,Self-Employed,24700.0,684.0,0,7200.0,84,Auto,West,2024-07-16,Rejected,
LN103011,43,Male,Married,Post Graduate,Self-Employed,48600.0,646.0,2,18600.0,24,Auto,West,2023-10-20,Rejected,
LN101388,61,Male,Married,Graduate,Self-Employed,40700.0,690.0,4,18600.0,24,Auto,West,2024-12-27,Rejected,
LN102593,25,Female,Married,Graduate,Salaried,28300.0,695.0,3,15800.0,36,Business,West,2024-08-08,Rejected,
LN101588,59,Male,Widowed,Not Graduate,Business Owner,63300.0,738.0,4,24500.0,84,Debt Consolidation,South,2024-05-28,Approved,0
LN100823,50,Male,Married,Not Graduate,Salaried,38300.0,790.0,1,15300.0,60,Business,West,2024-05-17,Approved,0
LN102272,34,Male,Single,Not Graduate,Salaried,45900.0,681.0,0,23900.0,36,Personal,North,2023-05-01,Rejected,
LN102932,28,Female,Single,Not Graduate,Business Owner,59500.0,684.0,3,10400.0,12,Home Improvement,North,2024-04-10,Rejected,
LN101751,60,Male,Single,Post Graduate,Salaried,50400.0,680.0,2,17900.0,36,Auto,East,2023-11-05,Rejected,
LN101226,25,Female,Single,Post Graduate,Self-Employed,67100.0,845.0,2,31300.0,48,Auto,North,2023-12-14,Approved,0
LN101150,37,Male,Single,Graduate,Business Owner,63300.0,637.0,3,63300.0,60,Debt Consolidation,North,2023-02-24,Rejected,
LN102819,52,Female,Divorced,Graduate,Business Owner,19400.0,533.0,1,9400.0,24,Auto,Central,2024-08-20,Rejected,
LN101304,48,Male,Married,Graduate,Self-Employed,50800.0,708.0,2,31100.0,24,Debt Consolidation,West,2023-09-23,Rejected,
LN101231,54,Female,Married,Not Graduate,Business Owner,44200.0,608.0,0,16000.0,36,Education,South,2023-06-29,Rejected,
LN101977,36,Male,Married,Post Graduate,Salaried,96600.0,690.0,0,29400.0,24,Home Improvement,South,2023-02-07,Approved,0
LN101792,36,Male,Married,Graduate,Salaried,63300.0,588.0,3,5900.0,24,Medical,East,2024-12-25,Rejected,
LN101009,44,Male,Married,Graduate,Salaried,43000.0,608.0,2,22900.0,48,Business,East,2024-10-27,Rejected,
LN102952,63,Male,Divorced,Graduate,Business Owner,65800.0,628.0,2,29900.0,36,Home Improvement,Central,2023-11-06,Rejected,
LN101269,23,Male,Single,Post Graduate,Salaried,65000.0,673.0,1,28700.0,24,Education,West,2023-01-06,Rejected,
LN102904,50,Male,Married,Graduate,Business Owner,75200.0,720.0,1,27600.0,24,Education,North,2024-05-06,Rejected,
LN102951,43,Female,Single,Post Graduate,Self-Employed,68600.0,533.0,4,18300.0,48,Debt Consolidation,North,2024-09-04,Approved,0
LN102989,40,Male,Single,Post Graduate,Business Owner,65200.0,555.0,0,14700.0,12,Debt Consolidation,South,2024-09-01,Rejected,
LN101106,31,Male,Married,Graduate,Salaried,70600.0,718.0,4,18000.0,48,Debt Consolidation,North,2024-11-21,Approved,1
LN100497,37,Female,Single,Post Graduate,Self-Employed,64600.0,638.0,4,19000.0,36,Debt Consolidation,West,2024-01-13,Rejected,
LN100352,34,Female,Married,Post Graduate,Self-Employed,69700.0,613.0,4,39900.0,24,Medical,South,2023-02-25,Rejected,
LN101838,31,Male,Married,Post Graduate,Salaried,64800.0,770.0,1,32900.0,36,Business,South,2023-12-27,Approved,0
LN100531,28,Female,Married,Graduate,Salaried,71200.0,662.0,2,37400.0,60,Home Improvement,East,2023-01-10,Rejected,
LN100442,26,Female,Single,Graduate,Salaried,84400.0,674.0,0,23100.0,48,Education,West,2023-08-25,Approved,0
LN100001,55,Male,Single,Post Graduate,Salaried,83600.0,850.0,1,38700.0,48,Business,Central,2023-08-01,Approved,0
LN101785,31,Female,Single,Not Graduate,Self-Employed,66200.0,617.0,0,17200.0,48,Personal,South,2024-10-16,Rejected,
LN100285,63,Male,Married,Graduate,Self-Employed,67400.0,696.0,1,27700.0,24,Medical,West,2023-03-13,Rejected,
LN101560,34,Female,Single,Not Graduate,Business Owner,101500.0,752.0,2,29100.0,48,Debt Consolidation,North,2023-07-11,Approved,0
LN101646,36,Male,Married,Graduate,Self-Employed,72700.0,588.0,0,30200.0,36,Personal,South,2023-05-15,Approved,1
LN100783,26,Male,Married,Graduate,Salaried,53900.0,688.0,3,8300.0,12,Home Improvement,West,2024-01-03,Rejected,
LN100860,64,Male,Married,Graduate,Salaried,85300.0,723.0,0,26500.0,36,Home Improvement,North,2023-09-20,Rejected,
LN102258,21,Female,Married,Graduate,Self-Employed,40600.0,465.0,3,18000.0,48,Auto,North,2023-04-27,Rejected,
LN102829,26,Male,Divorced,Graduate,Business Owner,52600.0,732.0,3,16600.0,48,Education,North,2023-08-22,Rejected,
LN100348,29,Male,Divorced,Graduate,Salaried,61700.0,685.0,4,27700.0,48,Debt Consolidation,East,2023-07-21,Rejected,
LN100068,24,Male,Married,Graduate,Salaried,75600.0,581.0,3,26200.0,36,Personal,North,2023-08-28,Approved,0
LN100403,64,Female,Married,Post Graduate,Salaried,70900.0,570.0,0,14800.0,24,Personal,East,2024-03-21,Rejected,
LN102493,48,Male,Single,Graduate,Salaried,104300.0,650.0,1,25900.0,36,Debt Consolidation,North,2024-04-05,Approved,0
LN100754,45,Female,Married,Graduate,Business Owner,79500.0,636.0,4,44800.0,24,Debt Consolidation,West,2024-10-10,Rejected,
LN100797,41,Male,Married,Not Graduate,Salaried,54700.0,722.0,2,25200.0,36,Auto,North,2024-12-23,Approved,0
LN101050,43,Female,Widowed,Graduate,Salaried,98100.0,680.0,3,15100.0,36,Education,East,2023-02-22,Approved,0
LN103175,46,Male,Divorced,Not Graduate,Self-Employed,91400.0,698.0,4,44700.0,48,Business,East,2024-06-04,Approved,0
LN103068,27,Male,Married,Graduate,Salaried,44500.0,725.0,0,25500.0,12,Debt Consolidation,East,2024-09-15,Approved,0
LN100177,28,Female,Single,Not Graduate,Salaried,47100.0,494.0,3,21600.0,36,Auto,South,2023-07-25,Rejected,
LN100953,40,Female,Married,Post Graduate,Self-Employed,82000.0,733.0,2,29600.0,36,Business,West,2023-09-03,Rejected,
LN101380,65,Female,Single,Graduate,Salaried,70200.0,693.0,2,19600.0,12,Debt Consolidation,East,2023-09-01,Approved,0
LN102200,37,Male,Married,Not Graduate,Salaried,59800.0,716.0,0,18000.0,48,Business,North,2024-01-18,Rejected,
LN101971,62,Male,Married,Graduate,Salaried,46600.0,526.0,1,7200.0,12,Medical,West,2023-04-17,Rejected,
LN102222,22,Female,Single,Not Graduate,Salaried,12000.0,549.0,2,6300.0,12,Auto,East,2023-12-03,Rejected,
LN101284,38,Female,Single,Graduate,Self-Employed,55300.0,581.0,1,30600.0,36,Home Improvement,North,2023-08-11,Rejected,
LN100252,29,Female,Married,Not Graduate,Salaried,33400.0,634.0,4,12400.0,48,Education,North,2023-08-31,Rejected,
LN101756,36,Female,Divorced,Not Graduate,Salaried,34000.0,667.0,0,21200.0,24,Home Improvement,South,2023-08-13,Rejected,
LN101438,35,Male,Divorced,Not Graduate,Self-Employed,47200.0,687.0,2,27300.0,36,Medical,North,2023-10-12,Rejected,
LN100558,56,Male,Single,Graduate,Salaried,85300.0,505.0,2,23900.0,48,Auto,West,2024-06-08,Rejected,
LN101577,56,Male,Divorced,Not Graduate,Salaried,87300.0,687.0,4,41700.0,36,Debt Consolidation,West,2024-12-02,Approved,0
LN102065,43,Male,Single,Post Graduate,Self-Employed,68700.0,633.0,0,11800.0,24,Debt Consolidation,West,2024-05-23,Approved,0
LN100193,37,Female,Single,Post Graduate,Self-Employed,50300.0,562.0,0,19400.0,60,Business,South,2023-09-11,Rejected,
LN103079,41,Male,Divorced,Not Graduate,Self-Employed,59500.0,679.0,2,18600.0,48,Business,East,2024-01-23,Approved,0
LN101507,42,Female,Divorced,Graduate,Salaried,40400.0,540.0,2,13300.0,12,Debt Consolidation,South,2023-03-05,Rejected,
LN101497,56,Male,Married,Graduate,Business Owner,49200.0,576.0,1,17200.0,12,Business,West,2024-11-15,Rejected,
LN101701,29,Male,Single,Graduate,Business Owner,35500.0,781.0,4,6700.0,12,Education,North,2024-07-13,Approved,0
LN100244,49,Male,Single,Post Graduate,Salaried,36500.0,544.0,1,17800.0,36,Business,North,2024-05-14,Rejected,
LN100445,50,Male,Married,Graduate,Salaried,28500.0,824.0,2,17200.0,36,Debt Consolidation,Central,2023-12-04,Approved,0
LN100476,59,Male,Married,Not Graduate,Salaried,68000.0,498.0,2,39100.0,48,Debt Consolidation,East,2023-10-20,Rejected,
LN100538,45,Female,Married,Graduate,Salaried,81400.0,524.0,4,18000.0,36,Debt Consolidation,Central,2024-02-25,Rejected,
LN101330,41,Female,Single,Not Graduate,Salaried,53800.0,723.0,0,30500.0,60,Debt Consolidation,North,2023-06-30,Approved,0
LN100255,27,Female,Single,Graduate,Salaried,98700.0,726.0,4,33800.0,12,Medical,East,2023-07-14,Approved,0
LN100451,62,Male,Single,Graduate,Self-Employed,41400.0,588.0,2,26600.0,24,Business,East,2024-10-23,Rejected,
LN102944,57,Male,Married,Post Graduate,Self-Employed,109300.0,618.0,1,20400.0,48,Auto,South,2023-07-07,Rejected,
LN101488,25,Female,Single,Post Graduate,Salaried,34400.0,731.0,3,8400.0,60,Auto,West,2024-07-09,Rejected,
LN101744,30,Female,Single,Post Graduate,Self-Employed,51500.0,552.0,4,11700.0,12,Debt Consolidation,West,2024-02-09,Rejected,
LN102498,22,Female,Divorced,Not Graduate,Salaried,63800.0,569.0,4,19500.0,60,Debt Consolidation,Central,2024-10-08,Rejected,
LN102061,46,Female,Divorced,Graduate,Salaried,15000.0,712.0,2,7500.0,24,Debt Consolidation,Central,2023-06-16,Approved,1
LN103125,61,Male,Single,Graduate,Salaried,62300.0,624.0,0,11700.0,36,Personal,South,2024-12-14,Approved,0
LN103057,27,Male,Single,Graduate,Self-Employed,60100.0,600.0,3,21900.0,36,Debt Consolidation,South,2024-01-15,Rejected,
LN102901,57,Female,Married,Graduate,Salaried,87100.0,751.0,4,49800.0,48,Auto,North,2023-04-21,Approved,0
LN103060,32,Female,Married,Graduate,Self-Employed,56000.0,569.0,1,12400.0,24,Education,South,2024-10-14,Rejected,
LN100948,63,Male,Widowed,Graduate,Salaried,84100.0,700.0,1,38000.0,12,Home Improvement,North,2023-05-09,Approved,1
LN100510,65,Female,Married,Graduate,Salaried,55000.0,738.0,2,17400.0,36,Debt Consolidation,North,2024-04-25,Approved,0
LN101393,54,Female,Married,Graduate,Salaried,38600.0,793.0,0,16500.0,24,Personal,South,2024-10-06,Approved,0
LN101508,59,Male,Single,Not Graduate,Salaried,25300.0,814.0,0,12300.0,24,Medical,North,2023-05-15,Approved,0
LN102051,34,Male,Single,Graduate,Salaried,64200.0,618.0,3,35100.0,60,Medical,North,2023-09-04,Rejected,
LN102402,54,Male,Single,Not Graduate,Self-Employed,32100.0,706.0,4,18200.0,48,Auto,North,2023-07-28,Approved,0
LN101331,53,Male,Married,Graduate,Self-Employed,89500.0,603.0,3,37100.0,24,Home Improvement,East,2023-06-14,Rejected,
LN101309,59,Female,Married,Not Graduate,Self-Employed,52100.0,587.0,0,30500.0,36,Home Improvement,North,2023-06-01,Rejected,
LN102036,47,Female,Single,Post Graduate,Salaried,62200.0,730.0,1,21100.0,84,Home Improvement,West,2024-04-28,Rejected,
LN102651,60,Male,Single,Graduate,Self-Employed,40500.0,644.0,0,19700.0,24,Business,South,2024-08-02,Rejected,
LN102060,61,Male,Single,Post Graduate,Salaried,89800.0,641.0,2,28000.0,48,Medical,Central,2023-04-02,Rejected,
LN102590,24,Male,Single,Graduate,Self-Employed,72200.0,594.0,1,15500.0,60,Business,South,2023-10-05,Approved,1
LN102603,46,Female,Married,Not Graduate,Self-Employed,54200.0,677.0,4,25100.0,36,Debt Consolidation,Central,2023-06-19,Rejected,
LN102514,25,Female,Single,Post Graduate,Salaried,67500.0,766.0,3,18100.0,60,Debt Consolidation,North,2023-11-22,Approved,0
LN102844,41,Male,Married,Graduate,Business Owner,61000.0,567.0,2,25800.0,24,Debt Consolidation,East,2024-02-21,Rejected,
LN102996,34,Female,Single,Graduate,Salaried,74700.0,693.0,3,35900.0,36,Personal,North,2024-04-02,Approved,0
LN101926,37,Male,Single,Not Graduate,Salaried,52900.0,659.0,1,14600.0,84,Business,West,2024-11-05,Approved,0
LN102541,64,Female,Single,Graduate,Self-Employed,81200.0,627.0,4,26900.0,48,Education,South,2024-04-27,Rejected,
LN100621,42,Female,Married,Not Graduate,Salaried,53400.0,735.0,4,33600.0,60,Home Improvement,South,2024-08-18,Rejected,
LN101510,36,Male,Single,Not Graduate,Self-Employed,60100.0,719.0,3,19300.0,36,Education,North,2023-12-21,Rejected,
LN102626,65,Female,Widowed,Graduate,Salaried,69700.0,655.0,3,22800.0,48,Personal,South,2023-07-22,Rejected,
LN101671,46,Female,Married,Post Graduate,Salaried,61500.0,363.0,0,16500.0,12,Debt Consolidation,East,2023-08-17,Rejected,
LN101700,32,Female,Divorced,Graduate,Salaried,96600.0,715.0,1,46700.0,36,Education,North,2024-08-10,Approved,1
LN102045,65,Female,Single,Graduate,Salaried,53600.0,676.0,0,33500.0,60,Debt Consolidation,North,2023-12-25,Rejected,
LN101200,60,Female,Married,Graduate,Self-Employed,65500.0,578.0,4,33100.0,36,Business,North,2023-12-14,Rejected,
LN102860,29,Female,Married,Graduate,Salaried,63300.0,584.0,4,18000.0,60,Home Improvement,West,2023-10-28,Rejected,
LN100663,30,Male,Married,Post Graduate,Business Owner,48800.0,710.0,0,15700.0,84,Debt Consolidation,South,2023-09-22,Approved,0
LN100774,59,Male,Single,Not Graduate,Salaried,43300.0,646.0,4,18100.0,36,Debt Consolidation,North,2024-06-22,Rejected,
LN100573,23,Male,Married,Graduate,Salaried,49600.0,605.0,0,20100.0,60,Auto,East,2024-01-13,Rejected,
LN102084,26,Male,Divorced,Not Graduate,Salaried,78000.0,641.0,1,29000.0,48,Auto,East,2023-07-18,Approved,1
LN102825,58,Male,Single,Not Graduate,Salaried,78200.0,655.0,1,21700.0,24,Auto,West,2023-07-23,Approved,1
LN103003,64,Female,Married,Post Graduate,Business Owner,54800.0,659.0,4,29400.0,60,Personal,West,2023-01-22,Approved,0
LN102784,62,Male,Married,Post Graduate,Salaried,74800.0,697.0,4,36500.0,48,Business,Central,2024-04-21,Rejected,
LN102074,43,Female,Single,Graduate,Salaried,90400.0,546.0,2,25200.0,36,Auto,South,2023-08-22,Rejected,
LN101121,24,Female,Single,Post Graduate,Salaried,91400.0,559.0,2,57600.0,36,Business,North,2024-10-16,Approved,0
LN100550,57,Female,Divorced,Not Graduate,Business Owner,53700.0,701.0,1,14100.0,24,Business,South,2024-10-17,Approved,1
LN102686,32,Female,Single,Post Graduate,Salaried,100200.0,572.0,0,49100.0,36,Personal,North,2024-06-26,Rejected,
LN102125,32,Female,Single,Graduate,Self-Employed,49400.0,744.0,3,13300.0,12,Auto,Central,2023-12-31,Approved,0
LN100139,40,Female,Single,Graduate,Salaried,84700.0,655.0,4,24300.0,36,Auto,North,2024-04-21,Approved,0
LN101974,46,Male,Married,Not Graduate,Salaried,72600.0,738.0,0,19300.0,36,Debt Consolidation,Central,2023-11-19,Rejected,
LN102855,24,Male,Married,Graduate,Salaried,57900.0,663.0,4,28400.0,12,Home Improvement,South,2024-06-07,Rejected,
LN100282,51,Male,Married,Graduate,Salaried,49500.0,751.0,2,16400.0,36,Debt Consolidation,West,2024-07-19,Approved,0
LN100258,28,Male,Married,Not Graduate,Business Owner,27600.0,806.0,2,14600.0,60,Personal,East,2024-09-23,Approved,0
LN100616,32,Male,Single,Not Graduate,Salaried,63300.0,782.0,1,17500.0,36,Home Improvement,South,2023-04-12,Approved,0
LN101811,50,Male,Single,Graduate,Salaried,69200.0,632.0,1,23700.0,24,Education,South,2023-01-24,Rejected,
LN101797,29,Male,Single,Graduate,Salaried,65200.0,531.0,4,10000.0,60,Personal,Central,2023-07-18,Rejected,
LN102225,48,Female,Married,Not Graduate,Salaried,18900.0,504.0,0,6900.0,48,Auto,East,2023-04-25,Rejected,
LN102235,56,Female,Married,Graduate,Self-Employed,61500.0,755.0,3,29800.0,24,Auto,East,2024-10-16,Rejected,
LN100725,26,Female,Divorced,Post Graduate,Salaried,84400.0,420.0,1,29100.0,24,Education,West,2023-05-12,Rejected,
LN101636,28,Female,Married,Not Graduate,Salaried,80700.0,676.0,4,35800.0,24,Auto,North,2024-01-12,Approved,0
LN102230,49,Female,Single,Not Graduate,Salaried,32500.0,660.0,3,9800.0,36,Business,North,2024-02-05,Rejected,
LN100677,24,Male,Married,Not Graduate,Salaried,63200.0,547.0,2,33000.0,48,Medical,West,2024-04-14,Rejected,
LN102129,35,Female,Widowed,Graduate,Self-Employed,57000.0,660.0,4,19300.0,36,Education,West,2023-01-22,Rejected,
LN101152,40,Female,Married,Not Graduate,Self-Employed,42100.0,735.0,1,25600.0,48,Home Improvement,North,2023-12-23,Approved,0
LN101346,59,Male,Married,Graduate,Business Owner,19200.0,686.0,1,4900.0,84,Business,East,2024-10-04,Rejected,
LN100055,22,Male,Divorced,Not Graduate,Salaried,47700.0,573.0,2,25100.0,12,Auto,South,2024-10-21,Rejected,
LN101566,64,Male,Married,Graduate,Salaried,73400.0,760.0,2,46000.0,60,Business,North,2023-03-18,Approved,0
LN102370,22,Female,Married,Graduate,Salaried,69300.0,492.0,4,27200.0,36,Auto,East,2024-03-28,Rejected,
LN101411,46,Male,Married,Graduate,Salaried,20600.0,636.0,2,6500.0,36,Debt Consolidation,South,2023-04-29,Rejected,
LN102355,37,Female,Married,Not Graduate,Salaried,34800.0,655.0,0,15700.0,60,Auto,North,2024-01-21,Approved,0
LN101288,25,Male,Single,Graduate,Business Owner,54600.0,569.0,2,27700.0,12,Debt Consolidation,North,2023-05-04,Rejected,
LN100166,35,Female,Married,Not Graduate,Salaried,90200.0,655.0,1,50400.0,60,Debt Consolidation,West,2023-09-21,Rejected,
LN103048,28,Male,Single,Graduate,Salaried,53000.0,718.0,0,21300.0,60,Debt Consolidation,North,2024-10-23,Approved,0
LN100872,26,Female,Single,Graduate,Salaried,97300.0,624.0,4,62800.0,60,Auto,East,2023-09-30,Rejected,
LN101361,24,Male,Married,Graduate,Salaried,63500.0,746.0,3,25300.0,24,Home Improvement,North,2024-03-08,Approved,0
LN100887,29,Female,Married,Not Graduate,Salaried,19700.0,610.0,0,10200.0,84,Debt Consolidation,Central,2024-08-28,Rejected,
LN100888,21,Male,Married,Not Graduate,Salaried,32400.0,705.0,3,14300.0,36,Business,Central,2023-06-07,Rejected,
LN102510,29,Male,Married,Not Graduate,Salaried,61000.0,648.0,3,32500.0,36,Debt Consolidation,West,2024-07-16,Rejected,
LN102562,51,Male,Divorced,Post Graduate,Salaried,69400.0,774.0,3,40400.0,24,Education,North,2024-10-01,Approved,0
LN101819,34,Male,Single,Post Graduate,Salaried,62100.0,561.0,4,34400.0,36,Business,South,2023-06-14,Rejected,
LN102595,28,Female,Divorced,Graduate,Salaried,71500.0,734.0,3,30000.0,36,Business,East,2023-01-16,Approved,0
LN101972,51,Male,Married,Post Graduate,Business Owner,74600.0,643.0,0,46600.0,24,Business,North,2024-04-06,Rejected,
LN100498,62,Male,Single,Not Graduate,Business Owner,62500.0,609.0,1,28500.0,24,Home Improvement,West,2024-11-18,Rejected,
LN101969,27,Male,Married,Not Graduate,Salaried,22200.0,819.0,1,11800.0,24,Auto,East,2024-07-17,Rejected,
LN100714,62,Male,Single,Graduate,Salaried,51300.0,538.0,4,29600.0,60,Education,West,2024-10-25,Rejected,
LN102896,50,Female,Single,Graduate,Business Owner,45600.0,542.0,4,9100.0,36,Auto,East,2023-01-21,Rejected,
LN101056,41,Male,Married,Not Graduate,Business Owner,81700.0,684.0,4,41500.0,24,Personal,West,2024-05-13,Approved,0
LN102910,26,Female,Married,Not Graduate,Salaried,40800.0,685.0,0,23600.0,24,Home Improvement,East,2023-05-15,Rejected,
LN100364,26,Female,Married,Not Graduate,Salaried,42300.0,775.0,0,13900.0,48,Medical,Central,2024-10-23,Approved,0
LN103197,57,Female,Married,Graduate,Salaried,54900.0,662.0,2,35200.0,60,Medical,South,2023-11-19,Rejected,
LN103030,53,Male,Widowed,Graduate,Salaried,63300.0,516.0,2,15100.0,84,Home Improvement,South,2024-09-10,Rejected,
LN101727,46,Male,Single,Graduate,Salaried,63300.0,674.0,4,53800.0,60,Auto,East,2024-05-11,Approved,0
